nomor_pendaftaran,no_prestasi,jenis_prestasi,jenjang_prestasi,individu_berkelompok,lembaga_pemberi_prestasi,tahun,nilai_prestasi,deskripsi,file_sertifikat
426253462,1,Olimpiade Geografi,Kabupaten/Kota,Individu,Kementrian Agama Republik Indonesia,2024,35,Sebagai Peserta Kompetisi Sains Madrasah Tahun 2024 Tingkat Kabupaten/ Kota,426253462_1
426254620,1,Seni Suara/Musik,Kabupaten/Kota,Berkelompok,SMA Negeri 1 Bawolato,2023,20,Sertifikat Kepesertaan Drum Band SMAN 1 Bawolato,426254620_1
426255231,1,Drama/Sastra,Kabupaten/Kota,Individu,SMA NEGERI 1 Bawolato,2025,30,English club,426255231_1
426255910,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,PAI FAIR DPD AGPAII Aceh Jaya,2025,30,Juara 2 Pidato PAI Jenjang SMA/SMK Tingkat Kabupaten Aceh Jaya yang diselenggarakan oleh PAI FAIR DPD AGPAII Aceh Jaya,426255910_1
426255910,2,Olimpiade Geografi,Kabupaten/Kota,Individu,Pusat Prestasi Nasional (PUSPRESNAS),2024,35,Peserta Olimpiade Sains Nasional Tingkat Kabupaten Aceh Jaya yang diselenggarakan oleh Pusat Prestasi Nasional (PUSPRESNAS),426255910_2
426259557,1,Olimpiade (Lainnya),Propinsi,Individu,PT. Penerbit Erlangga,2025,40,Peraih nilai terbaik Try Out TKA Madrasah Aliyah Aceh 2025 bersama PT. Penerbit Erlangga,426259557_1
426259557,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Man 1 aceh barat,2025,30,Telah berhasil menyelesaikan setoran hafalan 1 juz dalam program kelas khusus tahfidzul qur&#39;an di madrasah aliyah Negeri 1 aceh barat,426259557_2
426259557,3,Penelitian,Kabupaten/Kota,Individu,UNIVERSITAS TEUKU UMAR,2025,30,has successfully completed the test of international english for academic ( TIEA ),426259557_3
426260428,1,Pramuka/Organisasi Ekstrakurikuler,Nasional,Individu,GENERASI CERDAS KREATIF BERMARTABAT INDONESIA,2024,40,GENERASI CERDAS TANPA NARKOBA,426260428_1
426260497,1,Olimpiade Matematika,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Selatan,2024,35,Sebagai peserta pada KSN,426260497_1
426260497,2,Olimpiade Matematika,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Selatan,2025,35,Sebagai peserta pada KSN,426260497_2
426262474,1,Olimpiade Matematika,Kabupaten/Kota,Individu,Kementerian Agama (Kemenag),2024,35,Olimpiade Sains Madrasah Aceh Bidang Matematika,426262474_1
426265175,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Dinas Pendidikan Wilayah Kabupaten Aceh Barat,2025,35,Juara 3,426265175_1
426265999,1,Olahraga,Kabupaten/Kota,Berkelompok,Dusun ADB 1,2023,20,kompetensi bola mini hut pemuda dusun adb 1,426265999_1
426266590,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Komjen Pol. (Purn) Drs. Rudy Sufahriadi,2024,30,sertifikat Penghargaan,426266590_1
426266590,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,"Abdurrani,S.Pd,.M.Pd",2025,30,Pramuka,426266590_2
426266590,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,"Irwan, M.Si",2025,30,Paskibraka,426266590_3
426268286,1,Olimpiade (Lainnya),Nasional,Individu,"Kepala Badan Standar, Kurikulum, dan Asesmen",2025,45,Peserta TKA,426268286_1
426268286,2,Olimpiade Matematika,Nasional,Individu,Universitas Terbuka Aceh,2023,45,Peraih Medali Emas Pada Pusat Olimpiade Sains Indonesia (POSI),426268286_2
426270024,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA negeri 1 pasie raja,2023,30,Sertifikat Pramuka,426270024_1
426270427,1,Olahraga,Kabupaten/Kota,Individu,SMAN 2 KUALA,2024,30,Juara 2 Badminton,426270427_1
426270427,2,Seni Suara/Musik,Kabupaten/Kota,Individu,SMAN 1 BEUTONG,2023,30,Juara 1 Vocal Solo,426270427_2
426270427,3,Seni Suara/Musik,Kabupaten/Kota,Individu,SMAN 1 BEUTONG,2023,30,Juara 3 Tilawah,426270427_3
426272598,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Man 1 Aceh barat,2025,30,Tahfidz juz 2,426272598_1
426272598,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Man 1 ACEH BARAT,2025,30,Tahfidz juz 3,426272598_2
426272598,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,MTSN 3 Aceh barat,2022,30,Rangking kelas juara 4,426272598_3
426274021,1,Seni Rupa/Lukis,Nasional,Individu,KOMUNITAS SENI RUPA SIGUNUNG,2024,40,PESERTA/TALENT PAMERAN KESENIAN DAN KEBUDAYAAN PAKPAK,426274021_1
426275446,1,Drama/Sastra,Propinsi,Individu,PUSPRESNAS (PUSAT PRESTASI NASIONAL),2025,35,JUARA 1 LOMBA FILM PENDEK TK KABUPATEN DAN FINALIS LOMBA FILM PENDEK TK PROVINSI SUMATERA UTARA,426275446_1
426275446,2,Drama/Sastra,Propinsi,Individu,PUSPRESNAS (PUSAT PRESTASI NASIONAL),2024,35,JUARA 1 LOMBA FILM PENDEK TK KABUPATEN DAN FINALIS LOMBA FILM PENDEK TK PROVINSI SUMATERA UTARA,426275446_2
426275446,3,Seni Rupa/Lukis,Nasional,Individu,Komunitas Seni Rupa Sigunung,2024,40,Peserta dan pengisi acara pameran kesenian Pakpak,426275446_3
426275493,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Musabaqah Tilawatil qur&#39;an,2025,20,Harapan II,426275493_1
426277929,1,Seni Rupa/Lukis,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Tenggara,2025,30,Juara II Festival Lomba Seni &amp; Sastra Siswa Nasional (FLS3N) Tingkat SMA Bidang Lomba DESAIN POSTER,426277929_1
426278470,1,Drama/Sastra,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Tenggara,2025,30,Juara I Festival Lomba Seni &amp; Sastra Siswa Nasional (FLS3N) Tingkat SMA Bidang Lomba BACA PUISI,426278470_1
426282875,1,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Berkelompok,KESBANGPOL ACEH,2024,25,perwakilan paskibraka tingkat provinsi aceh,426282875_1
426282875,2,Olimpiade Biologi,Nasional,Individu,Olimpiade Sains Quartal Indnesia 4.0,2024,45,juara mendali perak bidang biologi tingkat nasional,426282875_2
426282875,3,Olimpiade (Lainnya),Internasional,Individu,goethe,2024,50,mengikuti ujian bahasa jerman,426282875_3
426284380,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Pj.Bupati Aceh Timur,2024,30,paskibraka,426284380_1
426284380,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Badan Pembinaan Ideologi Pancasila (BPIP) Republik Indonesia,2024,30,purna BPIP,426284380_2
426285514,1,Drama/Sastra,Kabupaten/Kota,Individu,MAN 2 Aceh Barat,2024,30,Juara 3 lomba Cerpen Tema hari guru,426285514_1
426285514,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,MAN 1 Aceh Barat,2024,30,Menyelesaikan Juz 30 dalam Program Tahfidz Khusus,426285514_2
426285514,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,MAN 1 Aceh Barat,2025,30,Menyelesaikan Juz 1 dalam Program Tahfidz,426285514_3
426286125,1,Olahraga,Kabupaten/Kota,Berkelompok,Dispora Aceh,2024,20,medali perunggu pada ajang popda dari 11 kabupaten,426286125_1
426286774,1,Olimpiade Biologi,Nasional,Individu,puskanas,2025,45,juara 2 (250 peserta) lomba biologi online tingkat nasional yang diselenggarakan oleh puskanas,426286774_1
426286774,2,Olimpiade (Lainnya),Nasional,Individu,puskanas,2025,45,juara 1 (250 peserta) lomba kedokteran tingkat nasional yang diselenggarakan oleh puskanas,426286774_2
426286774,3,Olimpiade Biologi,Nasional,Individu,puskanas,2026,45,juara 3 (250 peserta) lomba biologi tingkat nasional yang diselenggarakan oleh puskanas,426286774_3
426291191,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Cabang dinas pendidikan wilayah kabupaten aceh selatan,2025,25,Juara 1,426291191_1
426291191,2,Olimpiade (Lainnya),Propinsi,Berkelompok,Dinas pendidikan aceh,2025,30,Landscape and gardening,426291191_2
426291191,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Kwarcab aceh selatan,2024,20,Giat prestasi penegak,426291191_3
426305160,1,Olimpiade Ekonomi,Kabupaten/Kota,Individu,SMAN 3 Kuala,2025,35,Juara 1 olimpiade ekonomi tingkat sekolah,426305160_1
426306569,1,Olimpiade (Lainnya),Propinsi,Individu,Forum MGMP Bahasa Arab se-Indonesia.,2025,40,Peserta Olimpiade Bahasa Arab tingkat Provinsi Aceh yang diselenggarakan oleh Forum MGMP Bahasa Arab se-Indonesia.,426306569_1
426306569,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Forum MGMP Bahasa Arab se-Indonesia.,2025,35,Peserta Olimpiade Bahasa Arab tingkat Provinsi Aceh yang diselenggarakan oleh Forum MGMP Bahasa Arab se-Indonesia.,426306569_2
426306569,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Language Center of Universitas Teuku Umar,2025,35,"Peserta Olimpiade for Competency in English, Agro, and Marine Industry (OCEAN) yang diselenggarakan oleh Language Center of Universitas Teuku Umar.",426306569_3
426324056,1,Olimpiade Biologi,Nasional,Individu,"PT Akademi Indonesia, Lembaga Olimpiade Verified",2023,45,Meraih Medali Emas Mata Pelajaran Biologi tingkat Nasional,426324056_1
426324056,2,Seni Rupa/Lukis,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Aceh Jaya,2024,30,Juara 2 FLS2N Cabang Kriya,426324056_2
426324056,3,Drama/Sastra,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Aceh Jaya,2025,30,Juara 2 FLS3N Cabang Cerita Pendek,426324056_3
426327882,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Pesantren Bustanussa&#39;dah,2021,25,Syarhil Qur&#39;an,426327882_1
426328319,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Kwartir cabang Aceh Selatan,2024,20,Kegiatan giat prestasi penegak gerakan Pramuka kwartir cabang Aceh Selatan,426328319_1
426328319,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Gugus depan SMA negeri 1 Pasie raja,2023,30,Peserta tamu ambalan,426328319_2
426330042,1,Olimpiade Biologi,Kabupaten/Kota,Individu,Kementerian Agama (Kemenag).,2025,35,Olimpiade Madrasah Indonesia (OMI) yang diselenggarakan oleh Kementerian Agama (Kemenag).,426330042_1
426330042,2,Olimpiade Biologi,Kabupaten/Kota,Individu,Kemenag Provinsi Aceh,2025,35,Olimpiade Sains Madrasah Aceh Bidang BIOLOGI MA,426330042_2
426330042,3,Olimpiade Komputer,Kabupaten/Kota,Berkelompok,Universitas Teuku Umar,2025,25,"Juara 1 3rd Virtual Engineering, Science and Technology Innovation Competition (VESTIC 2025) Kategori Desain Toko Online Universitas Teuku Umar",426330042_3
426332163,1,Olimpiade Fisika,Nasional,Individu,Platform Edukasi Belajar Info Webinar,2026,45,Olimpiade Fisika Tingkat Nasional,426332163_1
426332269,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Dinas pendidikan wilayah Aceh selatan,2024,35,Juara 3 ikut serta lomba lks atau welding tingkat kabupaten,426332269_1
426334384,1,Olimpiade Ekonomi,Propinsi,Individu,Kementerian Agama (Kemenag),2025,40,Olimpiade Madrasah Indonesia (OMI) yang diselenggarakan oleh Kementerian Agama (Kemenag),426334384_1
426334384,2,Olimpiade Ekonomi,Kabupaten/Kota,Individu,Kemenag Provinsi Aceh,2025,35,Olimpiade Sains Madrasah Aceh Bidang Ekonomi MA,426334384_2
426334384,3,Olimpiade Komputer,Kabupaten/Kota,Berkelompok,Universitas Teuku Umar,2025,25,"Juara 1 3rd Virtual Engineering, Science and Technology Innovation Competition (VESTIC 2025) Kategori Desain Toko Online Universitas Teuku Umar",426334384_3
426334399,1,Olimpiade Kimia,Propinsi,Individu,KANTOR KEMENTERIAN AGAMA PROVINSI ACEH,2025,40,PERAIH MEDALI PERUNGGU OLIMPIADE SAINS MADRASAH ACEH,426334399_1
426334399,2,Olimpiade Biologi,Propinsi,Individu,YAYASAN MANAF NURIS BERSAMA MELALUI BIMBEL PAKMANAFF.MY.ID,2024,40,PREDIKAT FINALIS OLIMPIADE SAINS PAK MANAFF,426334399_2
426335248,1,Seni Rupa/Lukis,Kabupaten/Kota,Individu,DINAS PENDIDIKAN KABUPATEN NAGAN RAYA,2025,30,JUARA II LOMBA KRIYA ( FLS3N) TINGKAT SMA,426335248_1
426335427,1,Olimpiade Biologi,Propinsi,Individu,Pendidikan generasi berprestasi,2025,40,Peringkat Peraih mendali perak dari 935,426335427_1
426336101,1,Olimpiade Ekonomi,Propinsi,Individu,KANTOR KEMENTERIAN AGAMA PROVINSI ACEH,2025,40,PREDIKAT FINALIS OLIMPIADE SAINS MADRASAH ACEG,426336101_1
426336101,2,Olimpiade Geografi,Propinsi,Individu,PENDIDIKAN GENERASI BERPRESTASI,2024,40,GEOGRAFI TERINTEGRASI SISWA,426336101_2
426336101,3,Olimpiade Geografi,Nasional,Individu,YAYASAN MANAF NURIS BERSAMA MELALUIBIMBEL PAKMANAFF.MY.ID,2024,45,PERAIH MEDALI PERAK OLIMPIADE SAINS PAKMANAFF,426336101_3
426337383,1,Olahraga,Propinsi,Berkelompok,Dispora Aceh,2024,25,Juara 3 Popda Provinsi Aceh,426337383_1
426338414,1,Olimpiade (Lainnya),Nasional,Individu,LKP ASTIKOM &amp; Deehati Global Loop,2025,45,sebagai peserta lomba GARUDA SCIENCE OLYMPIAD yang diselenggarakan oleh LPJ ASTIKOM &amp; Deehati Global Loop,426338414_1
426338414,2,Olimpiade (Lainnya),Nasional,Individu,Pusat Kejuaraan Nasional naungan yayasan Berlian Hati Mulia,2025,45,sebagai peserta aktif pada olimpiade sains (AKSI) yang diselenggarakan oleh Pusat Kejuaraan Nasional,426338414_2
426339065,1,Olahraga,Kabupaten/Kota,Berkelompok,Dispora Aceh,2025,20,Prapora Kabupaten Nagan Raya Tahun 2025,426339065_1
426341291,1,Seni Tari,Kabupaten/Kota,Berkelompok,Pusat Prestasi Nasional (PUSPRESNAS),2025,20,Juara 1 Lomba Tari Kreasi Festival Lomba Seni dan Sastra Siswa Nasional (FLS3N) Jenjang SMA/SMK Tingkat Kabupaten Aceh Jaya yang diselenggarakan oleh Pusat Prestasi Nasional (PUSPRESNAS),426341291_1
426341291,2,Seni Rupa/Lukis,Kabupaten/Kota,Individu,Pusat Prestasi Nasional (PUSPRESNAS),2024,30,Juara 2 Lomba Desain Poster Festival Lomba Seni Siswa Nasional (FLS2N) Jenjang SMA/SMK Tingkat Kabupaten Aceh Jaya yang diselenggarakan oleh Pusat Prestasi Nasional (PUSPRESNAS),426341291_2
426341291,3,Seni Tari,Propinsi,Berkelompok,Pusat Prestasi Nasional (PUSPRESNAS),2025,25,Peserta Lomba Tari Kreasi Festival Lomba Seni dan Sastra Siswa Nasional (FLS3N) Jenjang SMA/SMK Tingkat Provinsi Aceh yang diselenggarakan oleh Pusat Prestasi Nasional (PUSPRESNAS),426341291_3
426341608,1,Seni Tari,Kabupaten/Kota,Berkelompok,FLS3N,2025,20,Juara 2 (dari 14 peserta) Lomba tari kreasi,426341608_1
426341810,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,pengurusan organisasi OSIS sekolah SMA negeri 1 gunung meriah kabupaten Aceh Singkil Periode 2023/2024,2024,30,Menjabat sebagai wakil ketua OSIS 2 SMA negri 1 gunung meriah kabupaten Aceh Singkil pada periode 2023/2024,426341810_1
426342593,1,Penelitian,Propinsi,Berkelompok,Cabang dinas pendidikan,2025,25,Juara 3(dari 15 sekolah) Lomba penelitian Ilmiah remaja (LPIR),426342593_1
426342618,1,Penelitian,Propinsi,Berkelompok,DINAS PENDIDIKAN,2025,25,juara 3( dari 15 sekolah),426342618_1
426344828,1,Olimpiade Ekonomi,Kabupaten/Kota,Individu,Kementerian Agama,2025,35,Peserta Olimpiade Ekonomi MA tingkat Kabupaten (OMI),426344828_1
426345064,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,"Ahmad Sadikin Usbi, S.Pd.I.",2024,30,Sertfikat porestasi,426345064_1
426345555,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Dinas pendidikan dayah aceh,2022,35,pelatihan kaligrafi untuk santri dayah se kabupaten aceh tamiang yg diselenggarakan oleh dinas pendidikan dayah aceh,426345555_1
426345555,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,MAHARA IAIN LANGSA,2025,35,juara harapan 3 baca puisi bahasa arab,426345555_2
426345555,3,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,KANTOR KEMENTRIAN AGAMA KABUPATEN ACEH TAMIANG,2025,25,juara harapan 3 pada MTQ kemenag II cabang syarhil quran jenjangbmadrasah aliyah kabupaten aceh tamiang,426345555_3
426346019,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA NEGERI 1 KETAMBE,2025,35,Juara 3,426346019_1
426346019,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA NEGERI 1 KETAMBE,2024,35,Juara 3,426346019_2
426346307,1,Olimpiade Fisika,Nasional,Individu,Pusat Kejuaraan Pelajar Nusantara,2025,45,Berhasil mendapatkan medali perak dari peserta seprovinsi dalam lomba Kejuaraan Sains dan Bahasa tingkat nasional yang diselenggarakan oleh &#34;PUSKANTARA&#34; pada tahun 2025,426346307_1
426346307,2,Olimpiade Fisika,Nasional,Individu,Generasi Maju Indonesia,2025,45,Mendapatkan sertifikat peserta tetapi bagi saya sertifikat tersebut bisa menjadi pengalaman bagi saya,426346307_2
426346307,3,Olimpiade Matematika,Nasional,Individu,Pusat Kejuaraan Pelajar Nusantara,2025,45,Mendapatkan Sertifikat Peserta Sudah Menjadi Pengalaman Bagi Saya Untuk Melangkah Lebih Maju,426346307_3
426347281,1,Olimpiade (Lainnya),Internasional,Individu,Education Expo International Level Test Institution,2025,50,saya pernah mengikuti dan menjadi peserta olimpiade yang di selenggarakan oleh Education Expo International Level Test Institution,426347281_1
426348441,1,Olahraga,Kabupaten/Kota,Berkelompok,Hikmasi cup 3,2026,20,Juara 3,426348441_1
426348464,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,kesbangpol aceh barat,2024,20,paskibraka tingkat kabupaten aceh barat tahun 2024,426348464_1
426348464,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMKN 1 meulaboh,2025,35,"rangking 3, di kelas 12, semester 2",426348464_2
426348605,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,"Ahmad Sadikin Usbi, S.Pd.I.",2023,30,Sertfikat porestasi,426348605_1
426349620,1,Olimpiade Matematika,Kabupaten/Kota,Individu,"FAKULTAS TEKNIK SIPIL, UNIVERSITAS TEUKU UMAR",2024,35,LOMBA BERHITUNG FAKULTAS TEKNIK,426349620_1
426349620,2,Olimpiade Fisika,Kabupaten/Kota,Individu,"FAKULTAS TEKNIK SIPIL, UNIVERSITAS TEUKU UMAR",2025,35,OFIKA BIDANG FISIKA CRANE KE 8 Th,426349620_2
426350383,1,Olimpiade (Lainnya),Nasional,Individu,Puskanas,2026,45,Medali perak olimpiade bahasa inggris OSSAN (olimpiade sains siswa nasional),426350383_1
426350383,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Universitas Teuku Umar,2025,35,Top 10 highest score as a participant in OCEAN 2025,426350383_2
426350383,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Dayah Ruhul Qurani,2024,20,Anggota departemen bahasa organisasi santri dayah (OSDA),426350383_3
426351561,1,Drama/Sastra,Kabupaten/Kota,Individu,MAN 2 Aceh Barat,2024,30,Juara 1 dalam Perlombaan Menulis Cerpen tingkat SMA/SMK/MA sederajat yang diselenggarakan oleh MAN 2 Aceh Barat,426351561_1
426351561,2,Olimpiade Biologi,Propinsi,Individu,Yayasan Pakmanaff bekerja sama dengan Kanwil Kemenag Aceh.,2026,40,Berhasil meraih predikat Finalis dalam Kompetisi Sains Terintegrasi (KST) Bidang Biologi tingkat Provinsi yang disahkan oleh Kanwil Kemenag Aceh,426351561_2
426351561,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Universitas Teuku Umar Meulaboh Aceh Barat,2025,35,"Juara Harapan 2 Olympiad for Competency in English, Agro and Marine Industry (OCEAN) 2025 yang diselenggarakan oleh Universitas Teuku Umar",426351561_3
426352214,1,Olimpiade Fisika,Kabupaten/Kota,Individu,Universitas Teuku Umar ( UTU ) Fakultas Teknik,2025,35,Peserta dalam kegiatan OFIKA Bidang Fisika CRANE ke-8Th yang diselenggarakan oleh Universitas Teuku Umar ( UTU ),426352214_1
426352292,1,Olahraga,Kabupaten/Kota,Individu,SMA Hidayatullah Kota Subulussalam,2024,30,Juara I Turnamen Bulutangkis (Tunggal Putri),426352292_1
426354498,1,Olahraga,Kabupaten/Kota,Berkelompok,Kesbangpol,2024,20,"kegiatan ekstrakurikuler sekolah yang melatih siswa baris-berbaris, disiplin, kepemimpinan, dan patriotisme melalui tugas mengibarkan bendera pada upacara sekolah",426354498_1
426360027,1,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Berkelompok,gerakan pramuka kwartir daerah aceh,2023,25,Lomba tingkat regu pramuka penggalang IV kwarda aceh tahun 2023 di bumi perkemahan hutan langsa,426360027_1
426360027,2,Olimpiade Matematika,Kabupaten/Kota,Individu,Kemenag Aceh Selatan,2021,35,Juara 1 bidang studi matematika integritas,426360027_2
426360027,3,Olimpiade (Lainnya),Propinsi,Individu,Kementrian Agama provinsi aceh,2025,40,juara predikat finalis,426360027_3
426368046,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,MAS Tunas Ulama Ma&#39;had Al Abqary,2026,35,sertifikat capaian hafalan,426368046_1
426368046,2,Olimpiade (Lainnya),Nasional,Individu,kementerian pendidikan dasar dan menengah republik indonesia,2026,45,Sertifikat TKA,426368046_2
426368046,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,MAS Tunas Ulama Ma&#39;had Al Abqary,2026,30,Sertifikat Keorganisasian,426368046_3
426375455,1,Drama/Sastra,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Barat Daya,2025,30,Juara 2 Festival lomba seni &amp; Sastra Siswa Nasional (FLS3N) Tingkat SMA Bidang Lomba Baca Puisi,426375455_1
426375455,2,Drama/Sastra,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Barat Daya,2025,30,Juara 2 Festival lomba seni &amp; Sastra Siswa Nasional (FLS3N) Tingkat SMA Bidang Lomba Kriya,426375455_2
426375455,3,Drama/Sastra,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Barat Daya,2024,30,Juara 2 Festival lomba seni &amp; Sastra Siswa Nasional (FLS3N) Tingkat SMA Bidang Lomba Baca Puisi,426375455_3
426378096,1,Olimpiade Komputer,Propinsi,Individu,Dinas Pendidikan Aceh,2025,40,Peserta lomba kompetensi siswa (LKS) tingkat provinsi bidang IT Software Solution For Business yang diselenggarakan oleh Dinas Pendidikan Aceh di Meulaboh dengan jumlah peserta sebanyak 14 dari 14 kabupaten diselenggarakan pada tanggal 14-17 Juni 2025 sebagai perwakilan kabupaten Nagan Raya,426378096_1
426378096,2,Drama/Sastra,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Nagan Raya,2025,30,Berhasil menjadi juara 1 dari 4 peserta dalam lomba cipta puisi di tingkat kabupaten yang diselenggarakan oleh cabang dinas pendidikan wilayah kabupaten Nagan Raya tanggal 23 Mei 2025,426378096_2
426378096,3,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Cabang Dinas Pendidikan Wilayah Kabupaten Nagan Raya,2024,25,Berhasil menjadi juara harapan 1 dari 20 peserta dalam lomba Duta Pelajar Sadar Hukum di tingkat kabupaten yang diselenggarakan oleh Cabang Dinas Pendidikan Wilayah Kabupaten Nagan Raya pada tanggal 21 November 2024,426378096_3
426388863,1,Olimpiade (Lainnya),Nasional,Individu,Badan Pengembangan dan Pembinaan Bahasa,2025,45,Uji Kemahiran Berbahasa Indonesia,426388863_1
426389029,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Sekolah SMA N 2 KUALA,2025,35,peringkat 1 dalam proses pembelajaran akademik,426389029_1
426391028,1,Drama/Sastra,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Aceh Selatan,2025,30,Juara 2 FLS3N bidang lomba Cipta Puisi,426391028_1
426391544,1,Drama/Sastra,Kabupaten/Kota,Berkelompok,Cabang Dinas Pendidikan Wilayah Aceh Selatan,2024,20,Juara 1 FLS2N bidang lomba Film Pendek,426391544_1
426391544,2,Seni Rupa/Lukis,Kabupaten/Kota,Individu,Dinas Pendidikan Provinsi Aceh Selatan,2025,30,Juara 2 FLS3N bidang lomba Fotografi,426391544_2
426391544,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Kesbangpol Kabupaten Aceh Selatan,2024,20,Pendidikan dan Pelatihan PASKIBRAKA,426391544_3
426391938,1,Drama/Sastra,Kabupaten/Kota,Berkelompok,Cabang Dinas Pendidikan Wilayah Aceh Selatan,2025,20,Juara 3 FLS3N cabang lomba Film Pendek,426391938_1
426393415,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 1 Lawe Bulan,2024,35,Juara 1 kelas X IPA 2 dari 25 siswa,426393415_1
426393415,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 1 Lawe Bulan,2023,35,Juara 3 kelas X IPA 2 semester Ganjil,426393415_2
426393415,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Pemerintah Kabupaten Aceh Tenggara,2024,30,Sertifikat penghargaan sebagai PASKIBRAKA Kabupaten Aceh Tenggara,426393415_3
426395341,1,Olimpiade Ekonomi,Propinsi,Individu,kantor wilayah kemenag Aceh,2026,40,Meraih predikat finalis pada cabang lomba kompetensi sains Terintegrasi bidang ekonomi,426395341_1
426395523,1,Seni Suara/Musik,Kabupaten/Kota,Individu,Aceh barat daya,2025,30,Juara 1 ( dari 20 peserta),426395523_1
426395523,2,Seni Suara/Musik,Kabupaten/Kota,Individu,Aceh barat daya,2023,30,Juara 1 ( dari 21 peserta),426395523_2
426395523,3,Seni Suara/Musik,Propinsi,Individu,Aceh,2025,35,Peserta fls3n provinsi ( dari beberapa kabupaten),426395523_3
426396672,1,Olimpiade Biologi,Propinsi,Individu,kantor wilayah kemenag Aceh,2026,40,Meraih predikat finalis pada cabang lomba kompetensi sains Terintegrasi bidang biologi,426396672_1
